GLOBAL UNIQUE IDENTIFIER,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,LOCALITY ID,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,OBSERVER NAME,OBSERVATION TYPE,DURATION MINUTES,NUMBER OBSERVERS,ALL SPECIES REPORTED,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1101852494,Lincoln's Sparrow,Melospiza lincolnii,3,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852496,Mallard,Anas platyrhynchos,2,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852491,Northern Cardinal,Cardinalis cardinalis,6,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675576,Northern Cardinal,Cardinalis cardinalis,8,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967956,Northern Cardinal,Cardinalis cardinalis,8,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675579,Northern Mockingbird,Mimus polyglottos,1,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967959,Northern Mockingbird,Mimus polyglottos,1,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852488,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967962,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675582,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675573,Ruby-crowned Kinglet,Corthylio calendula,1,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967953,Ruby-crowned Kinglet,Corthylio calendula,1,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967957,Scissor-tailed Flycatcher,Tyrannus forficatus,3,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675577,Scissor-tailed Flycatcher,Tyrannus forficatus,3,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967952,White-eyed Vireo,Vireo griseus,6,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852487,White-eyed Vireo,Vireo griseus,2,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675572,White-eyed Vireo,Vireo griseus,6,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852492,White-winged Dove,Zenaida asiatica,1,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146675578,White-winged Dove,Zenaida asiatica,3,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967958,White-winged Dove,Zenaida asiatica,3,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852489,Wood Duck,Aix sponsa,2,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1101852493,Yellow-crowned Night Heron,Nyctanassa violacea,1,L1210588,2021-03-23,5:43:00 PM,obsr2247431,,Traveling,54,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1105967955,Yellow-rumped Warbler,Setophaga coronata,14,L1210588,2021-03-28,1:17:00 PM,obsr219721,,Traveling,108,2,1,"12 in one group, foraging in a tree.  Several were beginning to show signs of breeding plumage"
URN:CornellLabOfOrnithology:EBIRD:OBS1146675575,Yellow-rumped Warbler,Setophaga coronata,14,L1210588,2021-03-28,1:17:00 PM,obsr263479,,Traveling,108,2,1,"12 in one group, foraging in a tree.  Several were beginning to show signs of breeding plumage"
URN:CornellLabOfOrnithology:EBIRD:OBS1130849760,American Robin,Turdus migratorius,2,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849737,Bell's Vireo,Vireo bellii,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849758,Black-chinned Hummingbird,Archilochus alexandri,3,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059738,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654457,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849750,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066611,Black-crested Titmouse,Baeolophus atricristatus,2,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066608,Black Vulture,Coragyps atratus,5,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849741,Black Vulture,Coragyps atratus,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1109948739,Black Vulture,Coragyps atratus,2,L1210588,2021-04-02,4:07:00 PM,obsr357024,,Traveling,51,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849754,Blue Jay,Cyanocitta cristata,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849762,Brown-headed Cowbird,Molothrus ater,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849753,Barred Owl,Strix varia,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849739,Bullock's Oriole,Icterus bullockii,2,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849740,Carolina Chickadee,Poecile carolinensis,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654455,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059736,Carolina Wren,Thryothorus ludovicianus,2,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066612,Carolina Wren,Thryothorus ludovicianus,5,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849751,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059741,Western Cattle-Egret,Ardea ibis,12,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654460,Western Cattle-Egret,Ardea ibis,12,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1109948740,Cedar Waxwing,Bombycilla cedrorum,2,L1210588,2021-04-02,4:07:00 PM,obsr357024,,Traveling,51,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849746,Chipping Sparrow,Spizella passerina,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849757,Chimney Swift,Chaetura pelagica,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849743,Clay-colored Sparrow,Spizella pallida,6,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849756,Cliff Swallow,Petrochelidon pyrrhonota,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059734,Common Raven,Corvus corax,1,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654453,Common Raven,Corvus corax,1,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849766,Eastern Phoebe,Sayornis phoebe,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654461,European Starling,Sturnus vulgaris,6,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059742,European Starling,Sturnus vulgaris,6,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849744,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849738,Great Crested Flycatcher,Myiarchus crinitus,2,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1109948738,Great Egret,Ardea alba,1,L1210588,2021-04-02,4:07:00 PM,obsr357024,,Traveling,51,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654459,Great-tailed Grackle,Quiscalus mexicanus,3,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059740,Great-tailed Grackle,Quiscalus mexicanus,3,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849761,House Finch,Haemorhous mexicanus,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849748,House Sparrow,Passer domesticus,5,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654454,House Sparrow,Passer domesticus,4,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059735,House Sparrow,Passer domesticus,4,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849749,Northern House Wren,Troglodytes aedon,3,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849755,Indigo Bunting,Passerina cyanea,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849752,Lincoln's Sparrow,Melospiza lincolnii,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066615,Lincoln's Sparrow,Melospiza lincolnii,2,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066613,Mallard,Anas platyrhynchos,2,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849768,Nashville Warbler,Leiothlypis ruficapilla,22,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059733,Northern Cardinal,Cardinalis cardinalis,3,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1109948742,Northern Cardinal,Cardinalis cardinalis,5,L1210588,2021-04-02,4:07:00 PM,obsr357024,,Traveling,51,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066609,Northern Cardinal,Cardinalis cardinalis,9,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849745,Northern Cardinal,Cardinalis cardinalis,6,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654452,Northern Cardinal,Cardinalis cardinalis,3,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849747,Orange-crowned Warbler,Leiothlypis celata,4,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849742,Purple Martin,Progne subis,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066614,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849767,Red-shouldered Hawk,Buteo lineatus,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654456,Swainson's Hawk,Buteo swainsoni,1,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059737,Swainson's Hawk,Buteo swainsoni,1,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849765,Swainson's Hawk,Buteo swainsoni,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849764,Swainson's Thrush,Catharus ustulatus,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654463,Vesper Sparrow,Pooecetes gramineus,1,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059744,Vesper Sparrow,Pooecetes gramineus,1,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654458,White-eyed Vireo,Vireo griseus,1,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1109948741,White-eyed Vireo,Vireo griseus,3,L1210588,2021-04-02,4:07:00 PM,obsr357024,,Traveling,51,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849763,White-eyed Vireo,Vireo griseus,6,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1115066610,White-eyed Vireo,Vireo griseus,2,L1210588,2021-04-07,12:18:00 PM,obsr1119749,,Traveling,69,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059739,White-eyed Vireo,Vireo griseus,1,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1130849759,Downy/Ladder-backed Woodpecker,Dryobates pubescens/scalaris,1,L1210588,2021-04-24,2:08:00 PM,obsr404651,,Traveling,81,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1146654462,Yellow-crowned Night Heron,Nyctanassa violacea,1,L1210588,2021-04-11,6:01:00 PM,obsr263479,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1119059743,Yellow-crowned Night Heron,Nyctanassa violacea,1,L1210588,2021-04-11,6:01:00 PM,obsr219721,,Traveling,85,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695528,Barn Swallow,Hirundo rustica,3,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695524,Black-bellied Whistling-Duck,Dendrocygna autumnalis,2,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,At the dam
URN:CornellLabOfOrnithology:EBIRD:OBS1186695526,Black-crested Titmouse,Baeolophus atricristatus,3,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695523,Black Vulture,Coragyps atratus,2,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269536,Black Vulture,Coragyps atratus,5,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038738,Black Vulture,Coragyps atratus,5,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695525,Brown-headed Cowbird,Molothrus ater,2,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038753,Brown-headed Cowbird,Molothrus ater,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269551,Brown-headed Cowbird,Molothrus ater,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695531,Carolina Chickadee,Poecile carolinensis,1,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695527,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038735,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269533,Carolina Wren,Thryothorus ludovicianus,4,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269534,Western Cattle-Egret,Ardea ibis,50,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,"conservative count, many with nesting material"
URN:CornellLabOfOrnithology:EBIRD:OBS1176038736,Western Cattle-Egret,Ardea ibis,50,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,"conservative count, many with nesting material"
URN:CornellLabOfOrnithology:EBIRD:OBS1176040747,Common Raven,Corvus corax,4,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,"Two adults, two juveniles, on top of old Southwestern Bell Building, have been know to nest there in past.  Saw an adult yesterday in Central Market parking lot"
URN:CornellLabOfOrnithology:EBIRD:OBS1176269557,Common Raven,Corvus corax,4,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,"Two adults, two juveniles, on top of old Southwestern Bell Building, have been know to nest there in past.  Saw an adult yesterday in Central Market parking lot"
URN:CornellLabOfOrnithology:EBIRD:OBS1176269549,Couch's Kingbird,Tyrannus couchii,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038751,Couch's Kingbird,Tyrannus couchii,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269554,Eastern Phoebe,Sayornis phoebe,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695520,Eastern Phoebe,Sayornis phoebe,1,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038756,Eastern Phoebe,Sayornis phoebe,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269547,European Starling,Sturnus vulgaris,6,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695532,European Starling,Sturnus vulgaris,5,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038749,European Starling,Sturnus vulgaris,6,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269540,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038742,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038739,Great Blue Heron,Ardea herodias,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269537,Great Blue Heron,Ardea herodias,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269548,Great Crested Flycatcher,Myiarchus crinitus,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038750,Great Crested Flycatcher,Myiarchus crinitus,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038746,Great Egret,Ardea alba,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269544,Great Egret,Ardea alba,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269541,Great-tailed Grackle,Quiscalus mexicanus,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038743,Great-tailed Grackle,Quiscalus mexicanus,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269555,House Sparrow,Passer domesticus,7,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695529,House Sparrow,Passer domesticus,2,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038757,House Sparrow,Passer domesticus,7,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038748,Neotropic Cormorant,Nannopterum brasilianum,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269546,Neotropic Cormorant,Nannopterum brasilianum,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038755,Northern Cardinal,Cardinalis cardinalis,9,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695522,Northern Cardinal,Cardinalis cardinalis,5,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269553,Northern Cardinal,Cardinalis cardinalis,9,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695521,Northern Mockingbird,Mimus polyglottos,1,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269552,Northern Mockingbird,Mimus polyglottos,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038754,Northern Mockingbird,Mimus polyglottos,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038740,Purple Martin,Progne subis,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1186695533,Purple Martin,Progne subis,3,L1210588,2021-06-20,11:55:00 AM,obsr219721,,Traveling,73,3,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269538,Purple Martin,Progne subis,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269535,Red-shouldered Hawk,Buteo lineatus,2,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038737,Red-shouldered Hawk,Buteo lineatus,2,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038741,Scissor-tailed Flycatcher,Tyrannus forficatus,1,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269539,Scissor-tailed Flycatcher,Tyrannus forficatus,1,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176038752,Western Kingbird,Tyrannus verticalis,3,L1210588,2021-06-05,9:11:00 AM,obsr1119749,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS1176269550,Western Kingbird,Tyrannus verticalis,3,L1210588,2021-06-05,9:11:00 AM,obsr357024,,Traveling,110,2,1,
