OBSERVATIONDATETIME	LOCATION	WEDGE	CATEGORY	COMMONNAME	SCIENTIFICNAME	STATUS	NOTES
9/26/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
9/26/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
9/26/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	2 plants green	
9/26/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
9/26/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
9/26/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
9/26/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
9/26/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
9/26/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
9/26/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
9/26/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/26/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Seed heads	
9/26/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Purple berries	
9/26/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some Blooms	
9/26/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Some Blooms	
9/26/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
9/26/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
9/26/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
9/26/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
9/26/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Fully green	
9/26/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Seed pods	
9/26/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Fully green	
9/26/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Seed heads	
9/26/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/26/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming	
9/26/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
9/26/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/26/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Blooming	
9/26/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Some Blooms	
9/26/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Fall mode	
9/26/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Some Blooms	
9/26/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Doing poorly	
9/26/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Blooming	
9/26/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Blooming	
9/26/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Fully green	
9/26/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
9/26/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
9/26/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
9/26/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Fully green	
9/26/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
9/26/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/26/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
9/26/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
6/16/2023	Sanctuary		Plant	South Texas cyclanthera	Cyclanthera dissecta	In bloom	
6/23/2023	Sanctuary		Plant	South Texas cyclanthera	Cyclanthera dissecta	In bloom	
6/30/2023	Sanctuary		Pollinator	Southern dogface	Zerene cesonia	Present	
7/7/2023	Sanctuary		Pollinator	Southern dogface	Zerene cesonia	Present	
7/14/2023	Sanctuary		Pollinator	Southern dogface	Zerene cesonia	Present	
6/14/2024	Sanctuary		Wildlife	Sparrows	Passeridae	Present	
3/3/2023	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
3/10/2023	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
3/31/2023	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
2/23/2024	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
3/15/2024	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
4/12/2024	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	In bloom	
3/14/2025	Sanctuary		Plant	Spiderwort	Tradescantia occidentalis	Blooming	
9/5/2025	Sanctuary		Wildlife	Texas spiny lizard	Sceloporus olivaceus	Present	
5/17/2024	Sanctuary		Plant	Standing cypress	Ipomopsis rubra	In bloom	
6/14/2024	Sanctuary		Plant	Standing cypress	Ipomopsis rubra	In bloom	
4/12/2024	Sanctuary		Plant	Standing winecup	Callirhoe pedata	In bloom	
5/17/2024	Sanctuary		Plant	Standing winecup	Callirhoe pedata	In bloom	
4/18/2025	Sanctuary		Plant	Standing winecup	Callirhoe pedata	In bloom	
7/25/2025	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
9/5/2025	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
4/28/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
5/5/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
5/26/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/9/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/16/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/23/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/30/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
7/7/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
7/14/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
7/28/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
8/4/2023	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
2/23/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
3/15/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
4/12/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
5/17/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/14/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
7/12/2024	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
4/18/2025	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
5/23/2025	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
6/27/2025	Sanctuary		Pollinator	Sulphurs	Pieridae	Present	
4/28/2023	Sanctuary		Pollinator	Tawny emperor	Asterocampa clyton	Present	
5/5/2023	Sanctuary		Pollinator	Tawny emperor	Asterocampa clyton	Present	
6/23/2023	Sanctuary		Pollinator	Texas crescent	Phyciodes texana	Present	
2/23/2024	Sanctuary		Plant	Texas Mountain Laurel	Dermatophyllum secundiflorum	In bloom	
4/18/2025	Sanctuary		Plant	Texas persimmon	Diospyros texana	Blooming	
8/15/2023	Sanctuary		Plant	Texas Red Oak	Quercus buckleyi	Fall mode	
9/22/2023	Sanctuary		Plant	Texas Red Oak	Quercus buckleyi	-	Showing signs of stress from drought
10/6/2023	Sanctuary		Plant	Texas Red Oak	Quercus buckleyi	-	Showing signs of stress from drought
11/3/2023	Sanctuary		Plant	Texas Red Oak	Quercus buckleyi	-	Showing signs of stress from drought, possible early fall changes
6/16/2023	Sanctuary		Plant	Texas virgin's bower	Clematis drummondii	In bloom	
6/23/2023	Sanctuary		Plant	Texas virgin's bower	Clematis drummondii	In bloom	
6/30/2023	Sanctuary		Plant	Texas virgin's bower	Clematis drummondii	In bloom	
4/18/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
5/23/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
6/27/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
7/25/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
9/5/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
9/26/2025	Sanctuary		Plant	Tie vine	Ipomoea cordatotriloba	In bloom	
9/26/2025	Sanctuary		Plant	Toothleaf goldeneye	Viguiera dentata	In bloom	
11/3/2023	Sanctuary		Plant	Toothleaf goldeneye	Viguiera dentata	In bloom	
7/12/2024	Sanctuary		Plant	Toothleaf goldeneye	Viguiera dentata	In bloom	
6/27/2025	Sanctuary		Plant	Toothleaf goldeneye	Viguiera dentata	In bloom	
7/25/2025	Sanctuary		Plant	Toothleaf goldeneye	Viguiera dentata	In bloom	
7/28/2023	Sanctuary		Wildlife	Tricolor heron	Egretta tricolor	Present	
7/25/2025	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
9/5/2025	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
9/26/2025	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/9/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/16/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/16/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/23/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/23/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/30/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/30/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/7/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/7/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/14/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/14/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/28/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
8/15/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
8/25/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	-	Responding to rainfall
9/22/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
10/6/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
11/3/2023	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/14/2024	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
7/12/2024	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
5/23/2025	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
6/27/2025	Sanctuary		Plant	Turk's cap (Red/White)	Malvaviscus arboreus var. drummondii	In bloom	
5/5/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
5/26/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/9/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/16/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/23/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/30/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
7/7/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
7/14/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
7/28/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
8/4/2023	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/14/2024	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
6/27/2025	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
7/25/2025	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
9/26/2025	Sanctuary		Pollinator	Various bee species	Apoidea	Present	
11/7/2025	Sanctuary		Pollinator	Various bee species	Apoidea	Present	
12/12/2025	Sanctuary		Pollinator	Various bee species	Apoidea	Present	
9/22/2023	Sanctuary		Pollinator	Various butterflies	Lepidoptera	Present	
10/6/2023	Sanctuary		Pollinator	Various butterflies	Lepidoptera	Present	
8/4/2023	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
8/15/2023	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
8/25/2023	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
9/22/2023	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
10/6/2023	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
7/12/2024	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
4/18/2025	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
5/23/2025	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
6/27/2025	Sanctuary		Pollinator	Various dragnoflies	Anisoptera	Present	
9/5/2025	Sanctuary		Pollinator	Various bee species	Apoidea	Present	
6/16/2023	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
6/23/2023	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
6/30/2023	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
7/7/2023	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
7/14/2023	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
7/12/2024	Sanctuary		Plant	Velvetleaf mallow	Abutilon theophrasti	In bloom	
11/7/2025	Sanctuary		Pollinator	Variegated fritillary	Euptoieta claudia	Present	
7/25/2025	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
9/5/2025	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
4/14/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
4/28/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
5/5/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
5/26/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/9/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/16/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/23/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/30/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
7/7/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
7/14/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
7/28/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
8/4/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
8/15/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
8/25/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
9/22/2023	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/14/2024	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
7/12/2024	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
5/23/2025	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
6/27/2025	Sanctuary		Plant	Violet ruellia	Ruellia brittoniana	In bloom	
3/15/2024	Sanctuary		Plant	Wafer ash	Ptelea trifoliata	In bloom	
4/21/2023	Sanctuary		Wildlife	Western Kingbird	Tyrannus verticalis	Present	
7/12/2024	Sanctuary		Wildlife	Western Kingbird	Tyrannus verticalis	Present	ID with Merlin app
4/14/2023	Sanctuary		Plant	White Avens	Geum canadense	In bloom	
4/28/2023	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
5/5/2023	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
5/26/2023	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
6/9/2023	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
11/7/2025	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
12/12/2025	Sanctuary		Plant	White Heath Aster	Symphyotrichum ericoides	In bloom	
7/25/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
9/5/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
9/26/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
11/7/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
12/12/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
5/23/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
6/27/2025	Sanctuary		Pollinator	White striped longtail	Chalybs hassan	Present	
11/7/2025	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
12/12/2025	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
8/15/2023	Sanctuary		Wildlife	White-eyed vireo	Vireo griseus	Present	ID with Merlin app
8/25/2023	Sanctuary		Wildlife	White-eyed vireo	Vireo griseus	Present	ID with Merlin app
9/22/2023	Sanctuary		Wildlife	White-eyed vireo	Vireo griseus	Present	ID with Merlin app
7/12/2024	Sanctuary		Wildlife	White-eyed vireo	Vireo griseus	Present	ID with Merlin app
4/18/2025	Sanctuary		Wildlife	White-eyed vireo	Vireo griseus	Present	
4/21/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
4/28/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
5/5/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
5/26/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
6/9/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
6/16/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
6/23/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
6/30/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
8/4/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
8/15/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
8/25/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
9/22/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
10/6/2023	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
4/12/2024	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
5/17/2024	Sanctuary		Wildlife	White-winged Dove	Zenaida asiatica	Present	
3/31/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
4/14/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
4/21/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
4/28/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
5/5/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
5/26/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
6/9/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
6/16/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
6/23/2023	Sanctuary		Plant	Winecup	Callirhoe involucrata	In bloom	
5/17/2024	Sanctuary		Plant	Yellow passionflower	Passiflora lutea	In bloom	
6/23/2023	Sanctuary		Pollinator	Zebra heliconian	Heliconius charithonia	Present	
6/30/2023	Sanctuary		Pollinator	Zebra heliconian	Heliconius charithonia	Present	3 individuals
7/7/2023	Sanctuary		Pollinator	Zebra heliconian	Heliconius charithonia	Present	2 individuals
11/7/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
11/7/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Doing well	
11/7/2025	Garden	1	Plant	Datura	Datura wrightii	Fully green	
11/7/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/7/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
11/7/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
11/7/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
11/7/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	1 Blooming	
11/7/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
11/7/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Fully green	
11/7/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Full of new buds	
11/7/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
11/7/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
11/7/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
11/7/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
11/7/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
11/7/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads 	
11/7/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Fall mode	
11/7/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some Blooms	
11/7/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Fully green	
11/7/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Full of blossoms	
11/7/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
11/7/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Fully green	
11/7/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
11/7/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Fully green	
11/7/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Fall mode	
11/7/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Fully green	
11/7/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads 	
11/7/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/7/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming/fruit	
11/7/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Fully green	
11/7/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
11/7/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Some Blooms	
11/7/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Some Blooms	
11/7/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Fall mode	
11/7/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Fully green	
11/7/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Doing well	
11/7/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Doing well	
11/7/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	1 bloom remaining	
11/7/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
11/7/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
11/7/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
11/7/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
11/7/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Fully green	
11/7/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
11/7/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/7/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
11/7/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Full of blossoms	
12/12/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
12/12/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Doing well	
12/12/2025	Garden	1	Plant	Datura	Datura wrightii	Fall mode	
12/12/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
12/12/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Fall mode	
12/12/2025	Garden	2	Plant	Esperanza	Tecoma stans	Fall mode	
12/12/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
12/12/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	Fall mode	
12/12/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
12/12/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Fall mode	
12/12/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Full of new buds	
12/12/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Fall mode	
12/12/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
12/12/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
12/12/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
12/12/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
12/12/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads 	
12/12/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Fall mode	
12/12/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Fully green	
12/12/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Fully green	
12/12/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Fall mode	
12/12/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
12/12/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Fall mode	
12/12/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Fully green	
12/12/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Fully green	
12/12/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Fall mode	
12/12/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Fully green	
12/12/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads 	
12/12/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
12/12/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fully green	
12/12/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Fully green	
12/12/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
12/12/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Fall mode	
12/12/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Some Blooms	
12/12/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Fall mode	
